order,family,genus,species,sex.system,SCS,scs.notes,fem.2n,mal.2n,hap
Isoptera,Termitidae,Pseudacanthotermes,Pseudacanthotermes_militaris,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,NA,21
Isoptera,Rhinotermitidae,Reticulitermes,Reticulitermes_urbis,gonochorous,homomorphic,,42,42,21
Isoptera,Rhinotermitidae,Reticulitermes,Reticulitermes_lucifugus_grassei,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,42,21
Isoptera,Termitidae,Reticulitermes,Reticulitermes_flavipes,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,NA,21
Isoptera,Termitidae,Reticulitermes,Reticulitermes_lucifugus,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,NA,21
Isoptera,Termitidae,Reticutitermes,Reticutitermes_santonensis,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,NA,21
Isoptera,Termitidae,Schedorhinotermes,Schedorhinotermes_lamanianus,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,38,NA,19
Isoptera,Stolotermitidae,Stolotermes,Stolotermes_victoriensis,gonochorous,XO,,32,31,16
Isoptera,Termitidae,Tenuirostritermes,Tenuirostritermes_tenuirostris,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,NA,NA,
Isoptera,Termitidae,Thoracotermes,Thoracotermes_macrothorax,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,NA,21
Isoptera,Termitidae,Tuberculitermes,Tuberculitermes_bycanistes,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,NA,21
Isoptera,Termitidae,Tumulitermes,Tumulitermes_pastinator,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,42,21
Isoptera,Termitidae,Unguitermes,Unguitermes_bouilloni,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,42,NA,21
Isoptera,Termitidae,Zootermopsis,Zootermopsis_angusticollis,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,52,NA,26
Isoptera,Termitidae,Zootermopsis,Zootermopsis_angusticollis,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,52,NA,26
Isoptera,Termitidae,Zootermopsis,Zootermopsis_nevadensis,gonochorous,complex XY|homomorphic,X1X1X2X2/X1X2Y1Y2 sex-linked multivalent in males,52,NA,26
Mantodea,Hymenopodidae,Acanthops,Acanthops_falcata,,XO,,20,19,10
Mantodea,Hymenopodidae,Acanthops,Acanthops_godmani,,XO,,20,19,10
Mantodea,Hymenopodidae,Acontiothespis,Acontiothespis_cordillerae_vitrea,,XO,,16,15,8
Mantodea,Hymenopodidae,Acontiothespis,Acontiothespis_multicolor,,,,16,NA,8
Mantodea,Hymenopodidae,Acontiothespis,Acontiothespis_sp.,,XO,,16,15,8
Mantodea,Mantidae,Aethalochroa,Aethalochroa_ashmoliana,,XO,,30,29,15
Mantodea,Mantidae,Ameles,Ameles_abjecta,,XO,,30,29,15
Mantodea,Mantidae,Ameles,Ameles_heldreichi,,XO,,29,28,15
Mantodea,Mantidae,Ameles,Ameles_sp.,,XO,,21,20,11
Mantodea,Amorphoscelidae,Amorphoscelis,Amorphoscelis_indica,,XO,,34,33,17
Mantodea,Mantidae,Angela,Angela_guianensis,,,,NA,19,10
Mantodea,Hymenopodidae,Antemna,Antemna_rapax,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Antistia,Antistia_sp.,,XO,,28,27,14
Mantodea,Mantidae,Apterornantis,Apterornantis_bolivari,,XO,,30,29,15
Mantodea,Mantidae,Archimantis,Archimantis_quinquelobata,,complex XY,,28,27,14
Mantodea,Mantidae,Archimantis,Archimantis_sobrina,,complex XY,,28,27,14
Mantodea,Mantidae,Arneles,Arneles_cypria,,XO,,27,26,14
Mantodea,Mantidae,Bisanthe,Bisanthe_pulchripennis,,XO,,22,21,11
Mantodea,Mantidae,Bolbe,Bolbe_nigra,,XO,,30,25,15
Mantodea,Mantidae,Bolbe,Bolbe_pallida,,XO,,30,25,15
Mantodea,Mantidae,Brunneria,Brunneria_borealis,,,,28,NA,14
Mantodea,Mantidae,Callimantis,Callimantis_antillarum,,XO,,18,17,9
Mantodea,Mantidae,Cheddikulama,Cheddikulama_straminea,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Choeradodis,Choeradodis_rhombicollis,,complex XY,XXY,32,31,16
Mantodea,Amorphoscelidae,Cliomantis,Cliomantis_cornuta,,XO,,26,25,13
Mantodea,Mantidae,Compsothespis,Compsothespis_anomala,,complex XY,XXY,30,23,15
Mantodea,Mantidae,Compsothespis,Compsothespis_natalica,,complex XY,XXY,30,23,15
Mantodea,Hymenopodidae,Creobroter,Creobroter_gemmatus,,XO,,28,27,14
Mantodea,Hymenopodidae,Creobroter,Creobroter_laevicollis,,XO,,28,27,14
Mantodea,Hymenopodidae,Creobroter,Creobroter_urbanus,,XO,,28,27,14
Mantodea,Mantidae,Deiphobe,Deiphobe_brunneri,,XO,,20,19,10
Mantodea,Mantidae,Deiphobe,Deiphobe_indica,,complex XY,XXY,28,27,14
Mantodea,Eremiaphilidae,Didymocorypha,Didymocorypha_lanceolata,,XO,,16,15,8
Mantodea,Eremiaphilidae,Didymocorypha,Didymocorypha_lanceolata,,XO,,18,17,9
Mantodea,Mantidae,Dystacta,Dystacta_alticeps,,XO,,26,25,13
Mantodea,Empusidae,Empusa,Empusa_egena,,XO,,28,27,14
Mantodea,Empusidae,Empusa,Empusa_pauperata,,XO,,28,27,14
Mantodea,Empusidae,Empusa,Empusa_spinosa,,XO,,28,27,14
Mantodea,Hymenopodidae,Euantissa,Euantissa_ornata,,XO,,34,33,17
Mantodea,Amorphoscelidae,Glabromantis,Glabromantis_nebulosa,,XO,,26,25,13
Mantodea,Empusidae,Gongylus,Gongylus_gongyloides,,XO,,28,27,14
Mantodea,Mantidae,Haldwania,Haldwania_liliputana,,XO,,16,15,8
Mantodea,Hymenopodidae,Harpagomantis,Harpagomantis_tricolor,,XO,,26,25,13
Mantodea,Hymenopodidae,Hestiasula,Hestiasula_brunneriana,,XO,,28,27,14
Mantodea,Mantidae,Hierodula,Hierodula_coarctata,,complex XY,,28,27,14
Mantodea,Mantidae,Hierodula,Hierodula_patellifera,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Hierodula,Hierodula_sp.,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Hierodula,Hierodula_tenuidentata,,complex XY,,28,27,14
Mantodea,Mantidae,Hierodula,Hierodula_venosa,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Hierodula,Hierodula_ventralis,,complex XY,,28,27,14
Mantodea,Mantidae,Holaptilon,Holaptilon_pusillulurn,,XO,,30,29,15
Mantodea,Mantidae,Hoplocorypha,Hoplocorypha_macra,,XO,,36,35,18
Mantodea,Mantidae,Hoplocorypha,Hoplocorypha_sp.,,XO,,28,27,14
Mantodea,Eremiaphilidae,Humbertiella,Humbertiella_indica,,XO,,24,23,12
Mantodea,Eremiaphilidae,Humbertiella,Humbertiella_n.sp.,,XO,,40,39,20
Mantodea,Eremiaphilidae,Humbertiella,Humbertiella_similis,,XO,,32,31,16
Mantodea,Eremiaphilidae,Humbertiella,Humbertiella_sp.,,XO,,22,21,11
Mantodea,Mantidae,Ima,Ima_fusca,,XY,,34,34,17
Mantodea,Mantidae,Iris,Iris_aratoria,,XO,,26,25,13
Mantodea,Mantidae,Kongobatha,Kongobatha_diadernata,,XO,,30,25,15
Mantodea,Mantidae,Leptomantis,Leptomantis_parva,,XO,,40,39,20
Mantodea,Mantidae,Ligaria,Ligaria_quadripunctata,,XO,,24,23,12
Mantodea,Mantidae,Liturgusa,Liturgusa_actuosa,,XO,,24,23,12
Mantodea,Mantidae,Liturgusa,Liturgusa_cursor,,XO,,34,33,17
Mantodea,Mantidae,Liturgusa,Liturgusa_maya,,XO,,18,17,9
Mantodea,Mantidae,Liturgusa,Liturgusa_sp.,,XO,,22,21,11
Mantodea,Mantidae,Mantis,Mantis_octospilota,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Mantis,Mantis_religiosa,,complex XY,XXY,28,27,14
Mantodea,Mantoididae,Mantoida,Mantoida_schraderi,,XO,,38,37,19
Mantodea,Mantidae,Melliera,Melliera_brevipes,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Miomantis,Miomantis_sp.,,XO,,16,15,8
Mantodea,Mantidae,Nullabora,Nullabora_flavoguttata,,complex XY,,28,27,14
Mantodea,Mantidae,Oligonyx,Oligonyx_dohrnianus,,XO,,30,19,15
Mantodea,Mantidae,Orthodera,Orthodera_gunnii,,complex XY,XXY,26,25,13
Mantodea,Mantidae,Orthodera,Orthodera_ministralis,,complex XY,XXY,26,25,13
Mantodea,Mantidae,Orthoderina,Orthoderina_straminea,,complex XY,XXY,26,25,13
Mantodea,Mantidae,Oxyopsis,Oxyopsis_rubicunda,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Paratenodera,Paratenodera_sinensis,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Parathespis,Parathespis_humbertiana,,XO,,32,31,16
Mantodea,Mantidae,Phyllovates,Phyllovates_tripunctata,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Polyspilota,Polyspilota_aeruginosa,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Polyspilota,Polyspilota_sp.,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Promiopteryx,Promiopteryx_granadensis,,XO,,20,19,10
Mantodea,Hymenopodidae,Pseudacanthops,Pseudacanthops_medusa,,,,20,NA,10
Mantodea,Mantidae,Pseudomiopteryx,Pseudomiopteryx_infuscata,,XO,,18,17,9
Mantodea,Mantidae,Rhodamantis,Rhodamantis_pulchella,,complex XY,,28,27,14
Mantodea,Mantidae,Rhodamantis,Rhodamantis_sp3',,complex XY,XXY,28,27,14
Mantodea,Mantidae,Schizocephala,Schizocephala_bicornis,,XO,,30,27,15
Mantodea,Mantidae,Sp.,Sp._Sp,,XO,,30,25,15
Mantodea,Mantidae,Sphodromantis,Sphodromantis_gastrica,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Sphodropoda,Sphodropoda_sp4,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Sphodropoda,Sphodropoda_tristis,,complex XY,,28,27,14
Mantodea,Mantidae,Sphodrornantis,Sphodrornantis_viridis,,complex XY,XXY,24,23,12
Mantodea,Mantidae,Stagomantis,Stagomantis_heterogamia,,complex XY,,28,27,14
Mantodea,Mantidae,Stagornantis,Stagornantis_carolina,,complex XY,,28,27,14
Mantodea,Mantidae,Stagrnatoptera,Stagrnatoptera_septentrionalis,,complex XY,,28,27,14
Mantodea,Mantidae,Statilia,Statilia_maculata,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Tenodera,Tenodera_aridifolia,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Tenodera,Tenodera_australasiae,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Tenodera,Tenodera_superstitiosa,,complex XY,XXY,28,27,14
Mantodea,Mantidae,Thesprotia,Thesprotia_filum,,XO,,30,23,15
Mantodea,Mantidae,Thesprotia,Thesprotia_graminis,,XO,,30,23,15
Mantodea,Hymenopodidae,Tithrone,Tithrone_roseipennis,,XO,,16,15,8
Mantodea,Mantidae,Toxomantis,Toxomantis_sinensis,,XO,,28,27,14
Mantodea,Mantidae,Vates,Vates_pectinicornis,,complex XY,XXY,28,27,14
Mantophasmatodea,Austrophasmatidae,Karoophasma,Karoophasma_biedouwense,,XO,,14,13,7
Orthoptera,Acrididae,Abracris,Abracris_dilecta,,XO,,24,23,12
Orthoptera,Acrididae,Abracris,Abracris_sp._B,,XO,,22,21,11
Orthoptera,Acrididae,Adimantus,Adimantus_cubiceps,,XO,,24,23,12
Orthoptera,Acrididae,Adimantus,Adimantus_ornatissimus,,XO,,24,23,12
Orthoptera,Tettigoniidae,Aerotegmina,Aerotegmina_kilimandjarica,gonochorous,XO,,34,33,17
Orthoptera,Tettigoniidae,Aerotegmina,Aerotegmina_shengenae,gonochorous,XO,,28,27,14
Orthoptera,Acrididae,Albretchia,Albretchia_palpata,,XO,,24,23,12
Orthoptera,Romaleidae,Alcamenes,Alcamenes_clarazianus,,XO,,24,23,12
Orthoptera,Acrididae,Aleuas,Aleuas_gracilis,,XY,,20,20,10
Orthoptera,Acrididae,Aleuas,Aleuas_lineatus,,XY,,20,20,10
Orthoptera,Acrididae,Aleuas,Aleuas_sp._1,,XY,,20,20,10
Orthoptera,Acrididae,Aleuas,Aleuas_sp._2,,XY,,22,22,11
Orthoptera,Acrididae,Aleuas,Aleuas_sp._3,,XY,,20,20,10
Orthoptera,Acrididae,Aleuas,Aleuas_vitticollis,,XO,,20,19,10
Orthoptera,Acrididae,Allotruxalis,Allotruxalis_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Allotruxalis,Allotruxalis_strigata,,XO,,24,23,12
Orthoptera,Acrididae,Amblytropidia,Amblytropidia_australis,,XO,,24,23,12
Orthoptera,Romaleidae,Antandrus,Antandrus_viridus,,XO,,24,23,12
Orthoptera,Acrididae,Apacris,Apacris_rubrithorax,,XO,,24,23,12
Orthoptera,Acrididae,Apacris,Apacris_sp._1,,XO,,24,23,12
Orthoptera,Acrididae,Apolobamba,Apolobamba_prope_pulchra,,XO,,24,23,12
Orthoptera,Tristiridae,Atacamacris,Atacamacris_diminuta,,XY,,10,10,5
Orthoptera,Acrididae,Atrachelacris,Atrachelacris_olivaceus,,XY,,22,22,11
Orthoptera,Acrididae,Atrachelacris,Atrachelacris_unicolor,,XY,,22,22,11
Orthoptera,Ommexechidae,Aucacris,Aucacris_bullocki,,XO,,24,23,12
Orthoptera,Acrididae,Baeacris,Baeacris_punctulatus,gonochorous,XY,,22,22,11
Orthoptera,Acrididae,Belosacris,Belosacris_coccineipes,,XO,,24,23,12
Orthoptera,Acrididae,Bucephalacris,Bucephalacris_bohlsii,,XO,,22,21,11
Orthoptera,Ommexechidae,Calcitrena,Calcitrena_maculosa,,XO,,24,23,12
Orthoptera,Acrididae,Carbonellacris,Carbonellacris_grossa,,XO,,24,23,12
Orthoptera,Romaleidae,Chariacris,Chariacris_miniacea,,XO,,24,23,12
Orthoptera,Acrididae,Chirista,Chirista_compta,gonochorous,XO,,24,23,12
Orthoptera,Acrididae,Chlorus,Chlorus_bolivianus,,XO,,20,19,10
Orthoptera,Acrididae,Chlorus,Chlorus_borrelli,,XO,,22,21,11
Orthoptera,Acrididae,Chlorus,Chlorus_sp._1,,XO,,20,19,10
Orthoptera,Acrididae,Chlorus,Chlorus_vittatus,,XO,,24,23,12
Orthoptera,Romaleidae,Chromacris,Chromacris_miles,,XO,,24,23,12
Orthoptera,Romaleidae,Chromacris,Chromacris_peruviana,,XO,,24,23,12
Orthoptera,Romaleidae,Chromacris,Chromacris_speciosa,,XO,,24,23,12
Orthoptera,Ommexechidae,Clarazella,Clarazella_bimaculata,,XO,,24,23,12
Orthoptera,Ommexechidae,Clarazella,Clarazella_patagona,,XO,,24,23,12
Orthoptera,Acrididae,Cocytolettix,Cocytolettix_argentina,,XO,,24,23,12
Orthoptera,Acrididae,Cocytolettix,Cocytolettix_intermedia,,XO,,24,23,12
Orthoptera,Acrididae,Cocytolettix,Cocytolettix_pulchripennis,,XO,,24,23,12
Orthoptera,Acrididae,Cocytolettix,Cocytolettix_sp._1,,XO,,24,23,12
Orthoptera,Ommexechidae,Conometopus,Conometopus_sulcaticollis,,XO,,26,25,13
Orthoptera,Acrididae,Cornops,Cornops_aquaticum,,XO,,24,23,12
Orthoptera,Acrididae,Cornops,Cornops_frenatum,,XO,,24,23,12
Orthoptera,Romaleidae,Coryacris,Coryacris_angustipennis,,XO,,24,23,12
Orthoptera,Acrididae,Coryphosima,Coryphosima_stenoptera,gonochorous,XO,,24,23,12
Orthoptera,Acrididae,Covasacris,Covasacris_sp.,,XO,,24,23,12
Orthoptera,Ommexechidae,Cumainocloidus,Cumainocloidus_cordillerae,,XO,,24,23,12
Orthoptera,Ommexechidae,Descampsacris,Descampsacris_serrulata,,XO,,24,23,12
Orthoptera,Acrididae,Dichromatos,Dichromatos_corupa,gonochorous,XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Dichromatos,Dichromatos_lilloanus,gonochorous,XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Dichromatos,Dichromatos_montanus,gonochorous,XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Dichromatos,Dichromatos_schrottkyi,gonochorous,XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Dichromorpha,Dichromorpha_australis,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_alejomesai,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_auriventris,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_bergi,,XY,,22,22,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_conspersus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_democraticus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_dubius,,complex XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_elongatus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_exilis,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_fuscus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_fuscus.2,,XO,,20,19,10
Orthoptera,Acrididae,Dichroplus,Dichroplus_maculipennis,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_mantiqueirae,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_misionensis,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_obsurus,,XY,,18,18,9
Orthoptera,Acrididae,Dichroplus,Dichroplus_paraelongatus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_paraguayensis,,XY,,20,20,10
Orthoptera,Acrididae,Dichroplus,Dichroplus_patruelis,,XO,,22,21,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_piceomaculatus,,XY,,22,22,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_porteri,,XY,,22,22,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_pratensis,,XO,,20,19,10
Orthoptera,Acrididae,Dichroplus,Dichroplus_pseudopunctulatus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_punctulatus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_robustulus,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_robustus,,complex XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_schulzi,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_silveiraguidoi,,XY,,8,8,4
Orthoptera,Acrididae,Dichroplus,Dichroplus_sp._11,,XO,,24,23,12
Orthoptera,Acrididae,Dichroplus,Dichroplus_sp._12,,XY,,20,20,10
Orthoptera,Acrididae,Dichroplus,Dichroplus_sp._13,,XY,,20,20,10
Orthoptera,Acrididae,Dichroplus,Dichroplus_sp._14,,XY,,22,22,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_sp._15,,XY,,20,20,10
Orthoptera,Acrididae,Dichroplus,Dichroplus_sp._16,,XY,,22,22,11
Orthoptera,Acrididae,Dichroplus,Dichroplus_vittatus,,XY,,20,20,10
Orthoptera,Acrididae,Dichroplus,Dichroplus_vittatus.2,,XY,,18,18,9
Orthoptera,Acrididae,Dichroplus,Dichroplus_vittigerum,,XY,,18,18,9
Orthoptera,Romaleidae,Diponthus,Diponthus_clarazianus,,XO,,24,23,12
Orthoptera,Romaleidae,Diponthus,Diponthus_communis,,XY,,22,22,11
Orthoptera,Romaleidae,Diponthus,Diponthus_dispar,,XO,,22,21,11
Orthoptera,Romaleidae,Diponthus,Diponthus_electus,,XO,,22,21,11
Orthoptera,Romaleidae,Diponthus,Diponthus_maculiferus,,XO,,22,21,11
Orthoptera,Romaleidae,Diponthus,Diponthus_prope_communis,,XO,,24,23,12
Orthoptera,Romaleidae,Diponthus,Diponthus_sp.,,XO,,24,23,12
Orthoptera,Romaleidae,Elaeochlora,Elaeochlora_basalis,,XO,,24,23,12
Orthoptera,Romaleidae,Elaeochlora,Elaeochlora_brachyptera,,XO,,24,23,12
Orthoptera,Romaleidae,Elaeochlora,Elaeochlora_sp.,,XO,,24,23,12
Orthoptera,Romaleidae,Elaeochlora,Elaeochlora_trilineata,,XO,,24,23,12
Orthoptera,Romaleidae,Elaeochlora,Elaeochlora_viridicata,,XO,,24,23,12
Orthoptera,Tristiridae,Elysiacris,Elysiacris_angusticollis,,XO,,22,21,11
Orthoptera, Phalangopsidae,Endecous,Endecous_onthophagus,gonochorous,XO,,20,19,10
Orthoptera, Phalangopsidae,Endecous,Endecous_itatibensis,gonochorous,XO,,20,19,10
Orthoptera, Phalangopsidae,Endecous,Endecous_cavernicolus,gonochorous,XO,,22,21,11
Orthoptera, Phalangopsidae,Endecous,Endecous_batariensis,gonochorous,XO,,22,21,11
Orthoptera, Phalangopsidae,Endecous,Endecous_alejomesai,gonochorous,XO,,22,21,11
Orthoptera,Acrididae,Eucephalacris,Eucephalacris_borellii,,XO,,24,23,12
Orthoptera,Acrididae,Eujivarus,Eujivarus_fusiformis,,XO,,22,21,11
Orthoptera,Acrididae,Eujivarus,Eujivarus_sp._A,,XO,,22,21,11
Orthoptera,Acrididae,Eujivarus,Eujivarus_sp._B,,XO,,22,21,11
Orthoptera,Acrididae,Eujivarus,Eujivarus_sp._C,,XO,,22,21,11
Orthoptera,Acrididae,Eujivarus,Eujivarus_vittatus,,XO,,24,23,12
Orthoptera,Acrididae,Eulampiacris,Eulampiacris_leucoptera,,XO,,24,23,12
Orthoptera,Acrididae,Euplectrotettix,Euplectrotettix_sp._1,,XO,,24,23,12
Orthoptera,Acrididae,Euplectrotettix,Euplectrotettix_sp._2,,XO,,24,23,12
Orthoptera,Acrididae,Euplectrotettix,Euplectrotettix_sp._3,,XO,,24,23,12
Orthoptera,Acrididae,Eurotettix,Eurotettix_lilloanus,,complex XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Eurotettix,Eurotettix_minor,,XY,,22,22,11
Orthoptera,Acrididae,Eurotettix,Eurotettix_schrottkyi,,complex XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Eurotettix,Eurotettix_sp._1,,complex XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Eurotettix,Eurotettix_sp._2,,complex XY,X1X1X2X2/X1X2Y,22,21,11
Orthoptera,Acrididae,Eusitalces,Eusitalces_sp._A,,XO,,24,23,12
Orthoptera,Acrididae,Eusitalces,Eusitalces_vulneratus,,XO,,24,23,12
Orthoptera,Romaleidae,Eutropidacris,Eutropidacris_collares,,XO,,24,23,12
Orthoptera,Acrididae,Eutryxalis,Eutryxalis_sp.,,XO,,24,23,12
Orthoptera,Acrididae,Fenestra,Fenestra_bohlsii,,XO,,24,23,12
Orthoptera,Ommexechidae,Graea,Graea_horrida,,XO,,24,23,12
Orthoptera,Gryllotalpidae,Gryllotalpa,Gryllotalpa_marismortui,,XO,,24,23,12
Orthoptera,Gryllotalpidae,Gryllotalpa,Gryllotalpa_tali,,XO,,20,19,10
Orthoptera,Gryllotalpidae,Gryllotalpa,Gryllotalpa_gryllotalpa,,XY,,12,12,6
Orthoptera,Gryllotalpidae,Gryllotalpa,Gryllotalpa_stepposa,,XY,,12,12,6
Orthoptera,Gryllotalpidae,Gryllotalpa,Gryllotalpa_unispina,,XO,,20,19,10
Orthoptera,Acrididae,Haroldgrantia,Haroldgrantia_lignosa,,XO,,24,23,12
Orthoptera,Acrididae,Hyalopteryx,Hyalopteryx_rufipennis,,XO,,24,23,12
Orthoptera,Tristiridae,Illapelia,Illapelia_penai,,XO,,24,23,12
Orthoptera,Acrididae,Isonyx,Isonyx_paragauyensis,,XO,,24,23,12
Orthoptera,Acrididae,Isonyx,Isonyx_sp._1,,XO,,24,23,12
Orthoptera,Tettigoniidae,Isophya,Isophya_modestior,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_rammei,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_rectipennis,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_kalishevskii,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_schneideri,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_speciosa,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_hospodat,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_tosevski,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_andreevae,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_miksici,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_plevnensis,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_pravdini pravdini,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_pravdini adamovici,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_modesta longicaudata,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_rhodopensis,gonochorous,XO,,32,31,16
Orthoptera,Tettigoniidae,Isophya,Isophya_petkovi,gonochorous,XO,,32,31,16
